acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.93,0.928182928182928,0.9341350920298289,0.9249999999999999,0.9948611111111111,0.9523809523809523,1.0,0.9090909090909091,0.875,0.9230769230769231,0.9,0.9,"[[40, 0, 0], [4, 35, 1], [0, 2, 18]]",shallow,0,3,stft,fine,21.0,0.0
0.92,0.9211290001987678,0.9317315026697178,0.9166666666666666,0.9977083333333333,0.9333333333333333,0.875,0.9069767441860465,0.975,0.9230769230769231,0.9,0.9,"[[35, 5, 0], [0, 39, 1], [0, 2, 18]]",raw1d,0,4,stft,fine,27075.0,107.84628579999844
0.96,0.9624406457739791,0.9670731707317074,0.9583333333333334,0.9986805555555556,0.95,0.95,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [1, 0, 19]]",spec2d,0,4,stft,fine,32227.0,47.34481880000385
0.94,0.9375624375624376,0.9445773524720892,0.9333333333333332,0.9986805555555556,0.961038961038961,0.925,0.9285714285714286,0.975,0.9230769230769231,0.9,0.9,"[[37, 3, 0], [0, 39, 1], [0, 2, 18]]",raw1d_wide,0,4,stft,fine,99795.0,232.40195169999788
0.96,0.9583294264728863,0.9585261621846989,0.9583333333333334,0.9972916666666666,0.9629629629629629,0.975,0.9620253164556962,0.95,0.95,0.95,0.95,"[[39, 1, 0], [1, 38, 1], [1, 0, 19]]",spec2d_wide,0,4,stft,fine,97775.0,116.8557667999994
0.95,0.953934953934954,0.9606879606879607,0.9499999999999998,0.9993055555555556,0.935064935064935,0.9,0.9523809523809523,1.0,0.9743589743589743,0.95,0.95,"[[36, 4, 0], [0, 40, 0], [1, 0, 19]]",late,0,4,stft,fine,98571.0,138.12990210000135
0.96,0.962622743110548,0.9603174603174603,0.9666666666666667,0.9991666666666665,0.961038961038961,0.925,0.9512195121951219,0.975,0.975609756097561,1.0,1.0,"[[37, 3, 0], [0, 39, 1], [0, 0, 20]]",gated,0,4,stft,fine,98698.0,126.17516719999549
0.92,0.9238341331364586,0.9262187088274044,0.9333333333333332,0.998125,0.8888888888888888,0.8,0.9302325581395349,1.0,0.9523809523809523,1.0,1.0,"[[32, 6, 2], [0, 40, 0], [0, 0, 20]]",attention,0,4,stft,fine,98544.0,171.65389590000268
0.96,0.9624406457739791,0.9670731707317074,0.9583333333333334,0.9986805555555556,0.95,0.95,0.9629629629629629,0.975,0.9743589743589743,0.95,0.95,"[[38, 2, 0], [1, 39, 0], [1, 0, 19]]",score,0,4,stft,fine,,0.0
0.58,0.6373148317949345,0.627104377104377,0.65,0.7639583333333334,0.5121951219512195,0.525,0.4473684210526316,0.425,0.9523809523809523,1.0,1.0,"[[21, 19, 0], [21, 17, 2], [0, 0, 20]]",logvar,0,4,stft,fine,3.0,0.0
